,game_id,player_id,position ,player,team,pass_cmp,pass_att,pass_yds,pass_td,pass_int,pass_sacked,pass_sacked_yds,pass_long,pass_rating,rush_att,rush_yds,rush_td,rush_long,targets,rec,rec_yds,rec_td,rec_long,fumbles_lost,rush_scrambles,designed_rush_att,comb_pass_rush_play,comb_pass_play,comb_rush_play,Team_abbrev,Opponent_abbrev,two_point_conv,total_ret_td,offensive_fumble_recovery_td,pass_yds_bonus,rush_yds_bonus,rec_yds_bonus,Total_DKP,Off_DKP,Total_FDP,Off_FDP,Total_SDP,Off_SDP,pass_target_yds,pass_poor_throws,pass_blitzed,pass_hurried,rush_yds_before_contact,rush_yac,rush_broken_tackles,rec_air_yds,rec_yac,rec_drops,offense,off_pct,vis_team,home_team,vis_score,home_score,OT,Roof,Surface,Temperature,Humidity,Wind_Speed,Vegas_Line,Vegas_Favorite,Over_Under,game_date,winning_team,winning_score,losing_score
1235,201909290chi,TreaLa00,WR,Laquon Treadwell,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,CHI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,8,13,MIN,CHI,6,16,False,outdoors,grass,67,89,8,-1.0,MIN,38.0,9/29/2019,CHI,16,6
1256,201909290clt,CarrDe00,TE,Derek Carrier,LVR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LVR,IND,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,7,11,LVR,IND,31,24,False,retractable roof (closed),fieldturf,72,45,0,-5.5,IND,46.0,9/29/2019,LVR,31,24
1259,201909290clt,CainDe00,WR,Deon Cain,IND,0,0,0,0,0,0,0,0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,IND,LVR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,55.0,0,0,56,73,LVR,IND,31,24,False,retractable roof (closed),fieldturf,72,45,0,-5.5,IND,46.0,9/29/2019,LVR,31,24
1278,201909290crd,MetcDK00,WR,D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,1,6,0,6,0,0,0,0,0,0,SEA,ARI,0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,0,0,0,0,0,0,0,36.0,6,0,39,63,SEA,ARI,27,10,False,retractable roof (closed),grass,72,45,0,-5.5,SEA,49.0,9/29/2019,SEA,27,10
1279,201909290crd,MurrKy00,QB,Kyler Murray,ARI,22,32,241,0,1,4,35,31,77.7,4,27,1,15,0,0,0,0,0,0,2,2,40,38,2,ARI,SEA,0,0,0,0,0,0,17.34,17.34,16.34,16.34,17.34,17.34,168,4,6,3,16,11,1,0.0,0,0,63,100,SEA,ARI,27,10,False,retractable roof (closed),grass,72,45,0,-5.5,SEA,49.0,9/29/2019,SEA,27,10
1299,201909290den,SwaiGe00,TE,Geoff Swaim,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,3,17,0,9,0,0,0,0,0,0,JAX,DEN,0,0,0,0,0,0,4.7,4.7,3.2,3.2,3.2,3.2,0,0,0,0,0,0,0,17.2,11,1,41,48,JAX,DEN,26,24,False,outdoors,grass,87,11,14,-2.5,DEN,37.0,9/29/2019,JAX,26,24
1302,201909290den,FantNo00,TE,Noah Fant,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,2,31,1,25,0,0,0,0,0,0,DEN,JAX,0,0,0,0,0,0,11.1,11.1,10.1,10.1,10.1,10.1,0,0,0,0,0,0,0,35.2,31,1,40,73,JAX,DEN,26,24,False,outdoors,grass,87,11,14,-2.5,DEN,37.0,9/29/2019,JAX,26,24
1320,201909290det,KennTo01,WR,Tom Kennedy,DET,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DET,KAN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,8,11,KAN,DET,34,30,False,dome,fieldturf,72,45,0,-7.5,KAN,54.5,9/29/2019,KAN,34,30
1326,201909290det,ThomDa06,RB,Darwin Thompson,KAN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KAN,DET,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,4,KAN,DET,34,30,False,dome,fieldturf,72,45,0,-7.5,KAN,54.5,9/29/2019,KAN,34,30
1345,201909290htx,ArmaAl00,FB,Alex Armah,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAR,HOU,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,9,13,CAR,HOU,16,10,False,retractable roof (closed),grass,72,45,0,-5.5,HOU,47.5,9/29/2019,CAR,16,10
1347,201909290htx,CartDe02,WR,DeAndre Carter,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOU,CAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,CAR,HOU,16,10,False,retractable roof (closed),grass,72,45,0,-5.5,HOU,47.5,9/29/2019,CAR,16,10
1362,201909290mia,CulkSe00,TE,Sean Culkin,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,12,0,12,0,0,0,0,0,0,LAC,MIA,0,0,0,0,0,0,2.2,2.2,1.7,1.7,1.7,1.7,0,0,0,0,0,0,0,12.0,0,0,39,58,LAC,MIA,30,10,False,outdoors,grass,88,53,15,-15.0,LAC,43.5,9/29/2019,LAC,30,10
1370,201909290mia,FordIs00,WR,Isaiah Ford,MIA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,2,9,0,7,0,0,0,0,0,0,MIA,LAC,0,0,0,0,0,0,2.9,2.9,1.9,1.9,1.9,1.9,0,0,0,0,0,0,0,6.0,6,0,15,29,LAC,MIA,30,10,False,outdoors,grass,88,53,15,-15.0,LAC,43.5,9/29/2019,LAC,30,10
1382,201909290nor,SmitDe04,WR,Devin Smith,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DAL,NOR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5.0,0,0,46,79,DAL,NOR,10,12,False,dome,astroturf,72,45,0,-2.5,DAL,47.0,9/29/2019,NOR,12,10
1393,201909290nor,HumpLi01,WR,Lil'Jordan Humphrey,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NOR,DAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,15.0,0,1,10,14,DAL,NOR,10,12,False,dome,astroturf,72,45,0,-2.5,DAL,47.0,9/29/2019,NOR,12,10
1413,201909290nyg,DaviVe00,TE,Vernon Davis,WAS,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,1,5,0,5,0,0,0,0,0,0,WAS,NYG,0,0,0,0,0,0,1.5,1.5,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,32.0,1,1,36,73,WAS,NYG,3,24,False,outdoors,fieldturf ,77,42,11,-3.0,NYG,48.0,9/29/2019,NYG,24,3
1418,201909290nyg,FowlBe00,WR,Bennie Fowler,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,3,0,3,0,0,0,0,0,0,NYG,WAS,0,0,0,0,0,0,1.3,1.3,0.8,0.8,0.8,0.8,0,0,0,0,0,0,0,35.0,0,0,49,64,WAS,NYG,3,24,False,outdoors,fieldturf ,77,42,11,-3.0,NYG,48.0,9/29/2019,NYG,24,3
1435,201909290ram,CookBr00,WR,Brandin Cooks,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,6,71,0,23,0,0,0,0,0,0,LAR,TAM,0,0,0,0,0,0,13.1,13.1,10.1,10.1,10.1,10.1,0,0,0,0,0,0,0,99.9,22,0,80,90,TAM,LAR,55,40,False,outdoors,grass,74,41,2,-9.0,LAR,48.5,9/29/2019,TAM,55,40
1441,201909290ram,LogaT.00,RB,T.J. Logan,TAM,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TAM,LAR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,TAM,LAR,55,40,False,outdoors,grass,74,41,2,-9.0,LAR,48.5,9/29/2019,TAM,55,40
1452,201909290rav,HodgKh00,WR,KhaDarel Hodge,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,BAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,1,1,CLE,BAL,40,25,False,outdoors,grass,83,57,8,-7.5,BAL,47.0,9/29/2019,CLE,40,25
1465,201909290rav,EdwaGu00,RB,Gus Edwards,BAL,0,0,0,0,0,0,0,0,0.0,6,28,0,14,1,1,8,0,8,0,0,6,6,0,6,BAL,CLE,0,0,0,0,0,0,4.6,4.6,4.1,4.1,4.1,4.1,0,0,0,0,6,22,1,2.0,6,0,21,30,CLE,BAL,40,25,False,outdoors,grass,83,57,8,-7.5,BAL,47.0,9/29/2019,CLE,40,25
1486,201909300pit,SampDr00,TE,Drew Sample,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CIN,PIT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,20,30,CIN,PIT,3,27,False,outdoors,grass,76,72,1,-3.5,PIT,45.5,9/30/2019,PIT,27,3
1488,201909300pit,HoltJo00,WR,Johnny Holton,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PIT,CIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,9,16,CIN,PIT,3,27,False,outdoors,grass,76,72,1,-3.5,PIT,45.5,9/30/2019,PIT,27,3
1506,201910030sea,ReynJo00,WR,Josh Reynolds,LAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,12,0,12,0,0,0,0,0,0,LAR,SEA,0,0,0,0,0,0,2.2,2.2,1.7,1.7,1.7,1.7,0,0,0,0,0,0,0,12.0,0,0,27,39,LAR,SEA,29,30,False,outdoors,fieldturf,57,56,7,-1.5,SEA,49.0,10/3/2019,SEA,30,29
1509,201910030sea,DissWi00,TE,Will Dissly,SEA,0,0,0,0,0,0,0,0,0.0,1,7,0,7,4,4,81,0,38,0,0,1,1,0,1,SEA,LAR,0,0,0,0,0,0,12.8,12.8,10.8,10.8,10.8,10.8,0,0,0,0,5,2,0,55.2,26,0,65,89,LAR,SEA,29,30,False,outdoors,fieldturf,57,56,7,-1.5,SEA,49.0,10/3/2019,SEA,30,29
1522,201910060car,SwaiGe00,TE,Geoff Swaim,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,4,0,4,0,0,0,0,0,0,JAX,CAR,0,0,0,0,0,0,1.4,1.4,0.9,0.9,0.9,0.9,0,0,0,0,0,0,0,1.0,3,0,43,52,JAX,CAR,27,34,False,outdoors,grass,72,59,4,-3.0,CAR,41.0,10/6/2019,CAR,34,27
1529,201910060car,OlseGr00,TE,Greg Olsen,CAR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,CAR,JAX,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,12.0,0,1,62,98,JAX,CAR,27,34,False,outdoors,grass,72,59,4,-3.0,CAR,41.0,10/6/2019,CAR,34,27
1545,201910060cin,WillMa04,TE,Maxx Williams,ARI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,7,0,7,0,0,0,0,0,0,ARI,CIN,0,0,0,0,0,0,1.7,1.7,1.2,1.2,1.2,1.2,0,0,0,0,0,0,0,5.0,2,0,42,56,ARI,CIN,26,23,False,outdoors,grass,76,68,6,-3.0,CIN,45.0,10/6/2019,ARI,26,23
1550,201910060cin,MorgSt02,WR,Stanley Morgan Jr.,CIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,6,0,6,0,0,0,0,0,0,CIN,ARI,0,0,0,0,0,0,1.6,1.6,1.1,1.1,1.1,1.1,0,0,0,0,0,0,0,5.0,6,0,3,5,ARI,CIN,26,23,False,outdoors,grass,76,68,6,-3.0,CIN,45.0,10/6/2019,ARI,26,23
1571,201910060dal,ShepDa00,WR,Darrius Shepherd ,GNB,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GNB,DAL,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,6,GNB,DAL,34,24,False,retractable roof (closed),fieldturf,72,45,0,-3.5,DAL,46.5,10/6/2019,GNB,34,24
1573,201910060dal,OlawJa00,FB,Jamize Olawale,DAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DAL,GNB,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,3,GNB,DAL,34,24,False,retractable roof (closed),fieldturf,72,45,0,-3.5,DAL,46.5,10/6/2019,GNB,34,24
1591,201910060htx,HoopAu00,TE,Austin Hooper,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,9,6,56,0,18,0,0,0,0,0,0,ATL,HOU,1,0,0,0,0,0,13.6,13.6,10.6,10.6,10.6,10.6,0,0,0,0,0,0,0,64.8,25,0,61,84,ATL,HOU,32,53,False,retractable roof (closed),grass,72,45,0,-4.0,HOU,49.0,10/6/2019,HOU,53,32
1593,201910060htx,FellDa01,TE,Darren Fells,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,20,2,12,0,0,0,0,0,0,HOU,ATL,0,0,0,0,0,0,16.0,16.0,15.0,15.0,15.0,15.0,0,0,0,0,0,0,0,20.0,0,0,55,79,ATL,HOU,32,53,False,retractable roof (closed),grass,72,45,0,-4.0,HOU,49.0,10/6/2019,HOU,53,32
1611,201910060kan,HardMe00,WR,Mecole Hardman,KAN,0,0,0,0,0,0,0,0,0.0,1,-6,0,-6,6,4,79,0,31,0,0,1,1,0,1,KAN,IND,0,0,0,0,0,0,11.3,11.3,9.3,9.3,9.3,9.3,0,0,0,0,-6,0,0,70.8,10,0,37,61,IND,KAN,19,13,False,outdoors,grass,59,75,3,-10.5,KAN,55.5,10/6/2019,IND,19,13
1618,201910060kan,PascZa00,WR,Zach Pascal,IND,0,0,0,0,0,0,0,0,0.0,1,12,0,12,2,1,8,0,8,0,0,1,1,0,1,IND,KAN,0,0,0,0,0,0,3.0,3.0,2.5,2.5,2.5,2.5,0,0,0,0,8,4,0,13.0,2,0,44,54,IND,KAN,19,13,False,outdoors,grass,59,75,3,-10.5,KAN,55.5,10/6/2019,IND,19,13
1641,201910060nor,HillJo02,TE,Josh Hill,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,4,3,39,0,26,0,0,0,0,0,0,NOR,TAM,0,0,0,0,0,0,6.9,6.9,5.4,5.4,5.4,5.4,0,0,0,0,0,0,0,36.0,14,0,51,74,TAM,NOR,24,31,False,dome,astroturf,72,45,0,-3.0,NOR,46.0,10/6/2019,NOR,31,24
1642,201910060nor,BratCa00,TE,Cameron Brate,TAM,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,11,0,11,0,0,0,0,0,0,TAM,NOR,0,0,0,0,0,0,2.1,2.1,1.6,1.6,1.6,1.6,0,0,0,0,0,0,0,6.0,5,0,14,25,TAM,NOR,24,31,False,dome,astroturf,72,45,0,-3.0,NOR,46.0,10/6/2019,NOR,31,24
1656,201910060nyg,TreaLa00,WR,Laquon Treadwell,MIN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,NYG,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,5,7,MIN,NYG,28,10,False,outdoors,fieldturf ,66,73,10,-5.5,MIN,44.0,10/6/2019,MIN,28,10
1665,201910060nyg,LatiCo00,WR,Cody Latimer,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NYG,MIN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,25.0,0,0,31,46,MIN,NYG,28,10,False,outdoors,fieldturf ,66,73,10,-5.5,MIN,44.0,10/6/2019,MIN,28,10
1685,201910060oti,WalkHu00,TE,Delanie Walker,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,1,10,0,10,0,0,0,0,0,0,TEN,BUF,0,0,0,0,0,0,2.0,2.0,1.5,1.5,1.5,1.5,0,0,0,0,0,0,0,6.0,8,1,25,43,BUF,TEN,14,7,False,outdoors,grass,77,71,13,-3.5,TEN,39.5,10/6/2019,BUF,14,7
1690,201910060oti,McKeIs00,WR,Isaiah McKenzie,BUF,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,52,0,46,0,0,0,0,0,0,BUF,TEN,0,0,0,0,0,0,7.2,7.2,6.2,6.2,6.2,6.2,0,0,0,0,0,0,0,-5.0,57,0,8,13,BUF,TEN,14,7,False,outdoors,grass,77,71,13,-3.5,TEN,39.5,10/6/2019,BUF,14,7
1704,201910060phi,BellJo02,WR,Josh Bellamy,NYJ,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NYJ,PHI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,11,19,NYJ,PHI,6,31,False,outdoors,grass,68,68,10,-14.0,PHI,43.0,10/6/2019,PHI,31,6
1714,201910060phi,McCoJo01,QB,Josh McCown,PHI,0,0,0,0,0,0,0,0,0.0,2,-2,0,-1,0,0,0,0,0,0,0,2,2,0,2,PHI,NYJ,0,0,0,0,0,0,-0.2,-0.2,-0.2,-0.2,-0.2,-0.2,0,0,0,0,-2,0,0,0.0,0,0,5,8,NYJ,PHI,6,31,False,outdoors,grass,68,68,10,-14.0,PHI,43.0,10/6/2019,PHI,31,6
1735,201910060pit,RicaPa00,FB,Patrick Ricard,BAL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BAL,PIT,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,12,15,BAL,PIT,26,23,True,outdoors,grass,70,74,7,-3.5,BAL,44.0,10/6/2019,BAL,26,23
1738,201910060pit,HoltJo00,WR,Johnny Holton,PIT,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,PIT,BAL,0,0,0,0,0,0,0.4,0.4,0.4,0.4,0.4,0.4,0,0,0,0,0,0,0,48.0,4,0,20,34,BAL,PIT,26,23,True,outdoors,grass,70,74,7,-3.5,BAL,44.0,10/6/2019,BAL,26,23
1761,201910060rai,DaviMi01,RB,Mike Davis,CHI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHI,LVR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,7,CHI,LVR,21,24,False,outdoors,grass,59,60,15,-6.5,CHI,39.5,10/6/2019,LVR,24,21
1762,201910060rai,AtemMa00,WR,Marcell Ateman,LVR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LVR,CHI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,28,39,CHI,LVR,21,24,False,outdoors,grass,59,60,15,-6.5,CHI,39.5,10/6/2019,LVR,24,21
1778,201910060sdg,SandEm00,WR,Emmanuel Sanders,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,9,0,9,0,0,0,0,0,0,DEN,LAC,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,0,0,0,0,0,0,0,9.0,0,0,38,63,DEN,LAC,20,13,False,outdoors,grass,85,35,12,-4.0,LAC,46.0,10/6/2019,DEN,20,13
1785,201910060sdg,WattDe00,FB,Derek Watt,LAC,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,8,0,8,0,0,0,0,0,0,LAC,DEN,0,0,0,0,0,0,1.8,1.8,1.3,1.3,1.3,1.3,0,0,0,0,0,0,0,1.0,7,0,8,11,DEN,LAC,20,13,False,outdoors,grass,85,35,12,-4.0,LAC,46.0,10/6/2019,DEN,20,13
1809,201910060was,SimsCa00,WR,Cam Sims,WAS,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WAS,NWE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,2,4,NWE,WAS,33,7,False,outdoors,grass,70,66,8,-15.5,NWE,42.0,10/6/2019,NWE,33,7
1810,201910060was,DorsPh00,WR,Phillip Dorsett,NWE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NWE,WAS,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,5,NWE,WAS,33,7,False,outdoors,grass,70,66,8,-15.5,NWE,42.0,10/6/2019,NWE,33,7
1834,201910070sfo,HillDo00,RB,Dontrell Hilliard,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLE,SFO,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,9,CLE,SFO,3,31,False,outdoors,grass,87,36,8,-5.0,SFO,47.5,10/7/2019,SFO,31,3
1835,201910070sfo,ToilLe00,TE,Levine Toilolo,SFO,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SFO,CLE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,17,22,CLE,SFO,3,31,False,outdoors,grass,87,36,8,-5.0,SFO,47.5,10/7/2019,SFO,31,3
1856,201910100nwe,SlayDa01,WR,Darius Slayton,NYG,0,0,0,0,0,0,0,0,0.0,0,0,0,0,8,3,32,0,12,0,0,0,0,0,0,NYG,NWE,0,0,0,0,0,0,6.2,6.2,4.7,4.7,4.7,4.7,0,0,0,0,0,0,0,140.0,13,0,49,98,NYG,NWE,14,35,False,outdoors,grass,54,61,13,-16.5,NWE,43.0,10/10/2019,NWE,35,14
1857,201910100nwe,WhitJa02,RB,James White,NWE,0,0,0,0,0,0,0,0,0.0,2,-1,0,1,9,9,46,0,11,0,0,2,2,0,2,NWE,NYG,0,0,0,0,0,0,13.5,13.5,9.0,9.0,9.0,9.0,0,0,0,0,-1,0,2,-3.6,50,0,31,38,NYG,NWE,14,35,False,outdoors,grass,54,61,13,-16.5,NWE,43.0,10/10/2019,NWE,35,14
1878,201910130cle,BrowPh01,TE,Pharaoh Brown,CLE,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,9,0,9,0,0,0,0,0,0,CLE,SEA,0,0,0,0,0,0,1.9,1.9,1.4,1.4,1.4,1.4,0,0,0,0,0,0,0,6.0,3,0,22,32,SEA,CLE,32,28,False,outdoors,grass,58,38,20,-1.0,CLE,45.5,10/13/2019,SEA,32,28
1879,201910130cle,DissWi00,TE,Will Dissly,SEA,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,SEA,CLE,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,16.0,0,0,18,22,SEA,CLE,32,28,False,outdoors,grass,58,38,20,-1.0,CLE,45.5,10/13/2019,SEA,32,28
1896,201910130crd,ZaccOl01,WR,Olamide Zaccheaus,ATL,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATL,ARI,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,3,4,ATL,ARI,33,34,False,retractable roof (closed),grass,72,45,0,-3.0,ATL,52.5,10/13/2019,ARI,34,33
1905,201910130crd,WillMa04,TE,Maxx Williams,ARI,0,0,0,0,0,0,0,0,0.0,0,0,0,0,3,3,34,1,20,0,0,0,0,0,0,ARI,ATL,0,0,0,0,0,0,12.4,12.4,10.9,10.9,10.9,10.9,0,0,0,0,0,0,0,21.0,13,0,40,58,ATL,ARI,33,34,False,retractable roof (closed),grass,72,45,0,-3.0,ATL,52.5,10/13/2019,ARI,34,33
1929,201910130den,PruiMy00,TE,MyCole Pruitt,TEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEN,DEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,21,32,TEN,DEN,0,16,False,outdoors,grass,69,9,7,-1.0,DEN,41.0,10/13/2019,DEN,16,0
1931,201910130den,SpenDi00,WR,Diontae Spencer,DEN,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DEN,TEN,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,5,8,TEN,DEN,0,16,False,outdoors,grass,69,9,7,-1.0,DEN,41.0,10/13/2019,DEN,16,0
1953,201910130jax,HarrDe07,WR,Deonte Harris,NOR,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NOR,JAX,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,4,6,NOR,JAX,13,6,False,outdoors,grass,81,56,3,-2.5,JAX,42.5,10/13/2019,NOR,13,6
1954,201910130jax,KoyaBe00,TE,Ben Koyack,JAX,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JAX,NOR,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,11,19,NOR,JAX,13,6,False,outdoors,grass,81,56,3,-2.5,JAX,42.5,10/13/2019,NOR,13,6
1965,201910130kan,CoutKe00,WR,Keke Coutee,HOU,0,0,0,0,0,0,0,0,0.0,0,0,0,0,6,4,39,0,23,0,0,0,0,0,0,HOU,KAN,0,0,0,0,0,0,7.9,7.9,5.9,5.9,5.9,5.9,0,0,0,0,0,0,0,57.0,30,0,44,49,HOU,KAN,31,24,False,outdoors,grass,56,47,2,-3.5,KAN,54.5,10/13/2019,HOU,31,24
